first_name_left,last_name_left,country_left,first_name_right,last_name_right,country_right,label
Gonçalo,Carvalho,Portugal,Goçnalo,Cavralho,Portugal,1
Tobias,Müller,Germany,Tobias,Müller,Germany,1
Théo,Moreau,France,Sabnie,Krämer,Germany,0
Marco,Greco,Italy,Marco,Greco,Italy,1
Óscar,Sánchez,Spain,Pablo,Díaz,Spain,0
Marta,Gonçalves,Portugal,Marta,Gonçalves,Portugal,1
Lena,Schneider,Germany,Lnea,Schneidre,Germany,1
Théo,Lefèvre,France,Mélani,Hofmann,Switzerland,0
Giulia,Grüter,Switzerland,Sergio,Weiss,Switzerland,0
Emma,Petit,France,Herv,Bernard,France,0
Jordi,Díaz,Spain,Matteo,Schneider,Switzerland,0
Günter,Schmidt,Germany,vSen,Hoffmann,Germany,0
Maxime,Käser,Switzerland,Maxime,Käser,Switzerland,1
Alessandro,Romano,Italy,Giulia,Bianchi,Italy,0
Chloé,Moreau,France,Théo,Garcia,France,0
Luís,Gonçalves,Portugal,Marta,Silva,Portugal,0
Maxime,Fischer,Switzerland,Elena,Hugentobler,Switzerland,0
Hervé,Lefèvre,France,Hervé,Leèfvre,France,1
Rita,Lopes,Portugal,Rita,Lopes,Portugal,1
Ana,Álvarez,Spain,Jess,Muoz,Spain,0
Chloé,René,France,Chloé,René,France,1
Luísa,Souza,Brazil,Luísa,Suoza,Brazil,1
Rogério,Fernandes,Brazil,Tobias,Schneidre,Germany,0
Rita,Almeida,Portugal,Miguel,Lopes,Portugal,0
Camila,Silva,Brazil,Rafael,Rocha,Brazil,0
José,Sánchez,Spain,José,Sáncehz,Spain,1
Lukas,Groß,Germany,Luksa,rGoß,Germany,1
Miguel,Flores,Mexico,María,López,Mexico,0
Giuseppe,Ricci,Italy,Giuseppe,Ricic,Italy,1
Francesco,Greco,Italy,Francesco,Greco,Italy,1
Valeria,Martínez,Mexico,Carlos,Muoz,Mexico,0
René,Bernard,France,René,Bernard,France,1
Théo,Petit,France,Noémi,Petit,France,0
Léa,Fischer,Switzerland,Léa,Fischer,Switzerland,1
Chloé,Petit,France,Chloé,Petit,France,1
Pedro,Santos,Portugal,Pedro,Santos,Portugal,1
René,Dubois,France,Sébastein,Garcia,France,0
Gustavo,Santos,Brazil,Pedro,Carvalho,Brazil,0
Pedro,Souza,Brazil,Rafaela,Santos,Brazil,0
Camila,Carvalho,Brazil,Camila,Carvalho,Brazil,1
Mélanie,Grüter,Switzerland,Juerg,Hugentobler,Switzerland,0
Théo,Dubois,France,Théo,Dubois,France,1
Nina,Müller,Germany,Iñigo,Sánchez,Spain,0
Tiago,Carvalho,Portugal,Tiago,Carvalho,Portugal,1
Giulia,Weiss,Switzerland,Giulia,Weiss,Switzerland,1
Ana,Fernández,Spain,Ana,Fernández,Spain,1
Rita,Rodrigues,Portugal,Marco,Greco,Italy,0
Jürg,Fischer,Switzerland,Elena,Grter,Switzerland,0
Francesco,Esposito,Italy,Marco,Bianchi,Italy,0
Sabine,Groß,Germany,Hannah,Hoffmann,Germany,0
Mariana,Silva,Brazil,Mariana,Silva,Brazil,1
Luís,Lopes,Portugal,Gonal,Almeida,Portugal,0
Giuseppe,Ferrari,Italy,Eléna,Ricci,Italy,0
Sofía,Muñoz,Mexico,Sfoía,Muñoz,Mexico,1
Mélanie,Hofmann,Switzerland,Mélanie,Hofmann,Switzerland,1
Giulia,Esposito,Italy,Noémie,Moerau,France,0
Tiago,Gonçalves,Portugal,Francesco,Marino,Italy,0
Hannah,Weiß,Germany,Hannah,Wei,Germany,1
Álvaro,Sánchez,Spain,Jordi,Daz,Spain,0
Gonçalo,Fernandes,Portugal,Gonçalo,Fernnades,Portugal,1
Luísa,Oliveira,Brazil,Lusa,Oliveiar,Brazil,1
Lucía,Fernández,Mexico,Sofa,Hernndez,Mexico,0
Óscar,Torres,Mexico,Sofía,Hernández,Mexico,0
Noémie,Bernard,France,Noémie,Bernard,France,1
Valeria,Torres,Mexico,Noémie,Moreau,France,0
François,Keller,Switzerland,Chloé,René,France,0
Marta,Almeida,Portugal,Marta,Almeida,Portugal,1
Jürg,Fischer,Switzerland,Hugo,Laurent,France,0
Giulia,Schneider,Switzerland,Juegr,Kaeser,Switzerland,0
Louis,Petit,France,Louis,Petit,France,1
Ana,Silva,Portugal,Miguel,Pereira,Portugal,0
Eléna,Marino,Italy,Eléna,Marino,Italy,1
Pedro,Fernandes,Portugal,Pedro,Fernandes,Portugal,1
Sofia,Carvalho,Portugal,Sfoia,Carvalho,Portugal,1
Matteo,Marino,Italy,Matteo,Marino,Italy,1
Matteo,Rossi,Italy,Matteo,Rossi,Italy,1
Nina,Krämer,Germany,Tobia,Mueller,Germany,0
Hannah,Groß,Germany,Lukas,Wagner,Germany,0
Giorgia,Marino,Italy,Giorgia,Marino,Italy,1
Hannah,Wagner,Germany,Hannah,Wagner,Germany,1
Jesús,Martínez,Spain,Jess,Martnez,Spain,1
Hugo,Dubois,France,Emma,Brenard,France,0
Luis,Ramírez,Mexico,Luis,Fernández,Mexico,0
Élodie,Garcia,France,Élodie,Bernard,France,0
Noémie,Bernard,France,Emma,Moreau,France,0
Lucía,Pérez,Spain,Laura,Fernández,Spain,0
Jordi,Martínez,Spain,Pedro,Fernandes,Brazil,0
Elena,Fischer,Switzerland,Lucía,Martínez,Spain,0
Élodie,Lefèvre,France,lodie,Lefvre,France,1
Luis,Flores,Mexico,Luis,Flores,Mexico,1
Camille,Bernard,France,Camille,Bernard,France,1
Óscar,Hernández,Mexico,José,Hernández,Mexico,0
Sara,Ferrari,Italy,aSra,Ferrari,Italy,1
Camille,Laurent,France,Camille,Laurent,France,1
Léa,Petit,France,Laé,Petit,France,1
Camila,Oliveira,Brazil,Camila,Oliveira,Brazil,1
Francesca,Bianchi,Italy,Francesca,Bianchi,Italy,1
Matteo,Greco,Italy,Alessandro,Esposito,Italy,0
Sofia,Ferreira,Portugal,Noémie,Duarnd,France,0
Jesús,Torres,Mexico,eJsús,Ramírez,Mexico,0
Giuseppe,Colombo,Italy,Giusepp,Colombo,Italy,1
Óscar,Muñoz,Mexico,scar,Muoz,Mexico,1
Sara,Ferrari,Italy,Francesca,Ricci,Italy,0
Lucía,Díaz,Spain,Lucía,Díaz,Spain,1
Miguel,Carvalho,Portugal,Lucía,López,Mexico,0
Camille,Garcia,France,Emma,Moreau,France,0
Inês,Silva,Portugal,Pedro,Ferreira,Portugal,0
Camila,Santos,Brazil,Camil,Santos,Brazil,1
Tiago,Rodrigues,Portugal,Tiago,Rodrigues,Portugal,1
Luis,Martínez,Mexico,Reén,Fernández,Mexico,0
María,Torres,Mexico,José,Hernández,Mexico,0
Hervé,Bernard,France,Hevré,Bernard,France,1
René,López,Mexico,René,López,Mexico,1
Emma,Petit,France,Emma,Peitt,France,1
Käthe,Müller,Germany,Lae,Schneider,Germany,0
Noah,Grüter,Switzerland,Noah,Grüter,Switzerland,1
Sara,Russo,Italy,Jonas,Müller,Germany,0
María,Torres,Mexico,Maar,Torres,Mexico,1
Matteo,Ferrari,Italy,Mtateo,Ferrari,Italy,1
Álvaro,Martínez,Spain,Laura,López,Spain,0
Sergio,Schneider,Switzerland,La,Mller,Switzerland,0
Óscar,Díaz,Spain,Laura,Daz,Spain,0
Maxime,Grüter,Switzerland,Rita,Pereira,Portugal,0
Sabine,Schäfer,Germany,Kthe,Schneider,Germany,0
Jürgen,Groß,Germany,Jrgen,rGo,Germany,1
Miguel,Ferreira,Portugal,Migule,eFrreira,Portugal,1
Emma,René,France,René,Bernard,France,0
Louis,Durand,France,Loius,Durand,France,1
Miguel,Almeida,Portugal,Herv,Bernard,France,0
Elena,Schneider,Switzerland,Elena,Schneider,Switzerland,0
Giuseppe,Colombo,Italy,Giuseppe,Colombo,Italy,1
Günter,Schäfer,Germany,Lena,eWi,Germany,0
Gustavo,Silva,Brazil,Gustavo,Silva,Brazil,1
Beatriz,Lopes,Portugal,Beatriz,Lopes,Portugal,1
Camille,Bernard,France,Emma,Richard,France,0
Hans,Käser,Switzerland,Laura,Díaz,Spain,0
Luísa,Santos,Brazil,Camila,Gonçalves,Brazil,0
Jordi,Martínez,Spain,Jordi,Martnez,Spain,1
Miguel,Souza,Brazil,Miguel,Souza,Brazil,1
Ana,Pereira,Portugal,Tiago,Ferreira,Portugal,0
Nina,Müller,Germany,Nina,Müller,Germany,1
Miguel,Fernández,Mexico,Miguel,Fernández,Mexico,1
Miguel,Muñoz,Mexico,Miguel,Muñoz,Mexico,1
Giulia,Schneider,Switzerland,Giusepep,Colombo,Italy,0
Camila,Oliveira,Brazil,João,Gonçalves,Brazil,0
Lea,Schneider,Germany,Günter,Schmidt,Germany,0
Carlos,García,Mexico,Carlos,García,Mexico,1
François,Hugentobler,Switzerland,La,Weiss,Switzerland,0
François,Käser,Switzerland,François,Käser,Switzerland,1
Carlos,Fernández,Mexico,Valeria,López,Mexico,0
Günter,Schäfer,Germany,Gnter,Schfer,Germany,1
Rita,Rodrigues,Portugal,Rita,Lopes,Portugal,0
Óscar,López,Spain,Óscar,López,Spain,1
Mélanie,Müller,Switzerland,Bruon,Silva,Brazil,0
Élodie,Lefèvre,France,Maxime,Fischer,Switzerland,0
Jonas,Schneider,Germany,Jonas,Schneider,Germany,1
Marta,Gonçalves,Portugal,Rita,Rodrigues,Portugal,0
Hugo,Durand,France,Herv,Durand,France,0
Eléna,Colombo,Italy,Marco,Colombo,Italy,0
Tobias,Hoffmann,Germany,uJergen,Schmidt,Germany,0
Matteo,Fischer,Switzerland,Matteo,Fischer,Switzerland,1
Marco,Bianchi,Italy,aMrco,Bianchi,Italy,1
Jesús,Álvarez,Spain,Jesús,Álvarez,Spain,1
Pedro,Santos,Portugal,Marat,Lopes,Portugal,0
Francesco,Marino,Italy,Francesca,Colombo,Italy,0
Emma,Durand,France,Emma,Durand,France,1
Tobias,Müller,Germany,Tobias,Müller,Germany,1
Óscar,Ramírez,Mexico,Sofa,Torres,Mexico,0
Rogério,Fernandes,Brazil,Rogério,Fernandes,Brazil,1
Lea,Fischer,Germany,Louis,Bernard,France,0
Andrés,Ramírez,Mexico,Miguel,Santos,Portugal,0
Giulia,Bianchi,Italy,Giulia,Bianchi,Italy,1
Jonas,Wagner,Germany,Jonas,Wagner,Germany,1
Laura,Gómez,Spain,Laura,Gmóez,Spain,1
Marta,Almeida,Portugal,nAa,Santos,Portugal,0
Lena,Weiß,Germany,Svne,Fischer,Germany,0
Jonas,Wagner,Germany,Jonas,Wagner,Germany,1
Louis,Durand,France,Louis,Durand,France,1
Valeria,Torres,Mexico,Óscar,López,Mexico,0
Léa,Petit,France,Noémie,Moreau,France,0
Mariana,Rocha,Brazil,Francesca,Esposito,Italy,0
Hannah,Krämer,Germany,Emma,Lefèvre,France,0
Jesús,Martínez,Spain,Jesús,Martínez,Spain,1
Jürg,Meier,Switzerland,Jrg,Meier,Switzerland,1
Óscar,Álvarez,Spain,Jesú,Sánchez,Spain,0
Hervé,René,France,Emam,Lefvre,France,0
Sara,Marino,Italy,Lena,Wagner,Germany,0
Luísa,Pereira,Brazil,Bruno,Lima,Brazil,0
Valeria,Muñoz,Mexico,Valeria,Muñoz,Mexico,1
Marco,Esposito,Italy,Sara,Greco,Italy,0
Lucía,Martínez,Mexico,Lucía,Martínez,Mexico,1
Nina,Schmidt,Germany,Nina,Schmidt,Germany,1
Sergio,Pérez,Spain,Sergio,Pérez,Spain,1
Giulia,Romano,Italy,Giuseppe,Rusos,Italy,0
Sofia,Pereira,Portugal,Sofia,Silva,Portugal,0
Marta,Silva,Portugal,Tobias,Schneider,Germany,0
Jordi,Martínez,Spain,Iñigo,Muñoz,Spain,0
Giuseppe,Ricci,Italy,Giuseppe,Ricci,Italy,1
Francesca,Colombo,Italy,Francesca,Coolmbo,Italy,1
Chiara,Colombo,Italy,Francesca,Colombo,Italy,0
Mélanie,Fischer,Switzerland,Mélanie,Fischer,Switzerland,1
Tiago,Carvalho,Portugal,Tigao,Carvalho,Portugal,1
Lukas,Hoffmann,Germany,Lukas,Hoffmann,Germany,1
Hervé,Richard,France,Hervé,Richard,France,1
Giuseppe,Ricci,Italy,Giusepp,Ricci,Italy,1
Giulia,Käser,Switzerland,Jrüg,Hugentobler,Switzerland,0
Camila,Gonçalves,Brazil,Fernanda,Souza,Brazil,0
Marco,Russo,Italy,Marco,Russo,Italy,1
Rafaela,Oliveira,Brazil,Rafaela,Oliveira,Brazil,1
Marco,Bianchi,Italy,Eléna,Colombo,Italy,0
Théo,Richard,France,Théo,Richard,France,1
Jordi,Muñoz,Spain,Jordi,Mñuoz,Spain,1
Giulia,Romano,Italy,Marco,Russo,Italy,0
Lukas,Fischer,Switzerland,Ana,Oliveira,Brazil,0
Lucía,Díaz,Spain,Lucía,íDaz,Spain,1
Giorgia,Colombo,Italy,Giuseppe,Greco,Italy,0
Mélanie,Meier,Switzerland,Mlaine,Meier,Switzerland,1
Álvaro,Pérez,Spain,Álvaro,éPrez,Spain,1
Matteo,Ferrari,Italy,Marco,Bianchi,Italy,0
Luís,Ferreira,Portugal,Luís,Ferreira,Portugal,1
Giulia,Marino,Italy,Giuli,Marino,Italy,1
Hans,Käser,Switzerland,Hans,Ksre,Switzerland,1
Giuseppe,Colombo,Italy,Léa,Moreau,France,0
Jesús,Gómez,Spain,Jesús,Gómez,Spain,1
Sara,Russo,Italy,Camila,lOiveira,Brazil,0
Rafaela,Souza,Brazil,François,Käser,Switzerland,0
Sergio,Díaz,Spain,Andrs,Fernndez,Mexico,0
Élodie,Lefèvre,France,Élodie,René,France,0
Bruno,Rocha,Brazil,Bruno,Rocah,Brazil,1
Sabine,Schäfer,Germany,Sabine,Schfer,Germany,1
Matteo,Fischer,Switzerland,Matteo,iFscher,Switzerland,1
Carlos,Martínez,Mexico,Carlso,Martínez,Mexico,1
Miguel,López,Mexico,Migue,López,Mexico,1
Lukas,Schneider,Germany,Jos,Prez,Mexico,0
Léa,Meier,Switzerland,Giulia,Keller,Switzerland,0
Noah,Hofmann,Switzerland,Camila,Oliveira,Brazil,0
Luca,Marino,Italy,Giuseppe,Ricci,Italy,0
Käthe,Schneider,Germany,Käthe,Schnedier,Germany,1
Chloé,Bernard,France,Chloé,eBrnard,France,1
Carlos,Muñoz,Mexico,Carlos,Muñoz,Mexico,1
Luísa,Fernandes,Brazil,Fernanda,Gonçalves,Brazil,0
Noah,Schneider,Switzerland,Noah,Hofmann,Switzerland,0
Tiago,Silva,Portugal,Tiago,Silva,Portugal,1
Óscar,Álvarez,Spain,Igio,lvarez,Spain,0
Louis,Garcia,France,Louis,Garcia,France,1
Giorgia,Colombo,Italy,Francesco,Ricci,Italy,0
Ana,Sánchez,Spain,Ana,Sánchez,Spain,1
Lea,Krämer,Germany,Guenter,Hoffmann,Germany,0
Giorgia,Esposito,Italy,Giorgia,Espsoito,Italy,1
Fernanda,Gonçalves,Brazil,Giulia,Käser,Switzerland,0
Rafaela,Carvalho,Brazil,Sven,Kraemer,Germany,0
Pablo,Sánchez,Spain,Álvaro,óLpez,Spain,0
Matteo,Fischer,Switzerland,Matteo,Weiss,Switzerland,0
Rafaela,Lima,Brazil,Rafaela,Oliveira,Brazil,0
René,Ramírez,Mexico,Sabine,Schneider,Germany,0
Ana,Pereira,Portugal,Tobias,Fischer,Germany,0
Jonas,Schneider,Germany,Jonas,Schneider,Germany,1
Ana,García,Spain,Nina,Kraemer,Germany,0
Sven,Wagner,Germany,Svne,Wagner,Germany,1
Rogério,Pereira,Brazil,Lea,Schfer,Germany,0
Louis,Richard,France,Luois,Richard,France,1
Ana,García,Spain,María,López,Spain,0
Théo,Bernard,France,eRné,Dubois,France,0
Käthe,Fischer,Germany,Kthe,Fischer,Germany,1
José,García,Mexico,Valeria,Torres,Mexico,0
Chloé,Bernard,France,Clhoé,Bernard,France,1
Giulia,Greco,Italy,Giulia,Grceo,Italy,1
Sergio,Sánchez,Spain,eSrgio,Sánchez,Spain,1
Emma,Lefèvre,France,Emma,Lefèvre,France,1
Giulia,Meier,Switzerland,Marco,Russo,Italy,0
Matteo,Bianchi,Italy,Léa,Grüter,Switzerland,0
Louis,Petit,France,Rita,oLpes,Portugal,0
Inês,Rodrigues,Portugal,Inês,Rodrigues,Portugal,1
Pedro,Gonçalves,Portugal,Pedr,Gonçalves,Portugal,1
Maxime,Hugentobler,Switzerland,Juerg,Schneider,Switzerland,0
Günter,Schneider,Germany,Günter,Schneider,Germany,1
Hugo,Laurent,France,lodie,Garcia,France,0
Gustavo,Rocha,Brazil,Gustavo,Rocha,Brazil,1
Jordi,Fernández,Spain,Jess,Prze,Spain,0
Sergio,Hugentobler,Switzerland,Sergio,Hugentobler,Switzerland,1
Léa,Laurent,France,Théo,Dubois,France,0
Marco,Greco,Italy,Marco,Greco,Italy,1
Giuseppe,Russo,Italy,Giuseppe,Russo,Italy,1
María,Gómez,Spain,María,Gómez,Spain,1
Jürgen,Krämer,Germany,Jueregn,Kraemer,Germany,1
Ana,Oliveira,Brazil,Fernanda,Santos,Brazil,0
Camila,Santos,Brazil,Camila,Santos,Brazil,1
Luis,López,Mexico,Luis,López,Mexico,1
Ana,Lopes,Portugal,Beatriz,Silva,Portugal,0
Rita,Pereira,Portugal,Rita,Pereira,Portugal,1
Ana,Sánchez,Spain,Alessandro,Ferrari,Italy,0
Gustavo,Gonçalves,Brazil,Gustavo,Gonçalves,Brazil,1
Luca,Romano,Italy,Marco,Bianchi,Italy,0
Inês,Fernandes,Portugal,Inês,Fernandes,Portugal,1
Mariana,Fernandes,Brazil,Brun,Pereira,Brazil,0
Chiara,Romano,Italy,Gustavo,Oliveira,Brazil,0
Gonçalo,Lopes,Portugal,Gonalo,Pereira,Portugal,0
Lea,Schneider,Germany,Lena,Gro,Germany,0
Lucía,García,Spain,Chloé,Petit,France,0
João,Fernandes,Portugal,Pedro,Rodrigues,Portugal,0
Camila,Oliveira,Brazil,Camila,Oliveira,Brazil,1
Rita,Carvalho,Portugal,Rita,Carvalho,Portugal,1
Rafaela,Rocha,Brazil,Rogri,aCrvalho,Brazil,0
Mariana,Oliveira,Brazil,Ana,Pereira,Brazil,0
José,López,Mexico,Luis,Lpez,Mexico,0
Sergio,Fernández,Spain,Jos,Muoz,Spain,0
Emma,Lefèvre,France,Emam,Garcia,France,0
Óscar,García,Mexico,José,Martínez,Mexico,0
Lukas,Hugentobler,Switzerland,Lukas,Hugentobler,Switzerland,1
Lucía,Hernández,Mexico,Lucía,Hernández,Mexico,1
Carlos,Torres,Mexico,Carlos,Torres,Mexico,1
Léa,Müller,Switzerland,Matteo,Hugentobler,Switzerland,0
Luísa,Oliveira,Brazil,Gustavo,Oliveira,Brazil,0
Elena,Keller,Switzerland,Sergio,Meeir,Switzerland,0
Tiago,Carvalho,Portugal,Taigo,Pereira,Portugal,0
Valeria,Hernández,Mexico,René,Pérez,Mexico,0
Elena,Hugentobler,Switzerland,Jordi,Gómez,Spain,0
Fernanda,Rocha,Brazil,Iñigo,Sánchze,Spain,0
Léa,Hugentobler,Switzerland,éLa,Hugentboler,Switzerland,1
Sébastien,Lefèvre,France,Théo,Moreau,France,0
Ana,Rodrigues,Portugal,La,Dubois,France,0
José,López,Spain,José,óLpez,Spain,1
Giorgia,Bianchi,Italy,Giorgia,iBanchi,Italy,1
Camila,Rocha,Brazil,Fernanad,Silva,Brazil,0
Gonçalo,Ferreira,Portugal,Gonçalo,Frereira,Portugal,1
Mélanie,Müller,Switzerland,Hans,Schneider,Switzerland,0
Eléna,Romano,Italy,Marco,Russo,Italy,0
Sofía,Martínez,Mexico,Sofía,Martínez,Mexico,1
Luis,Muñoz,Mexico,Lusi,Muoz,Mexico,1
Giuseppe,Russo,Italy,Giulia,Rossi,Italy,0
Miguel,Fernandes,Portugal,Ins,Pereira,Portugal,0
Sara,Esposito,Italy,Sara,Esposito,Italy,1
Sébastien,Moreau,France,Sébasiten,Moreau,France,1
Beatriz,Almeida,Portugal,Gonçalo,Fernandes,Portugal,0
Pablo,Gómez,Spain,Lukas,Grueter,Switzerland,0
Lea,Weiß,Germany,Sabine,Schäfer,Germany,0
Hervé,Dubois,France,Giorgia,Esposito,Italy,0
Miguel,Almeida,Portugal,Pedro,Fernandes,Portugal,0
Pedro,Silva,Portugal,Pedro,iSlva,Portugal,1
Sébastien,Dubois,France,Théo,Luarent,France,0
Ana,Carvalho,Portugal,Ana,Cravalho,Portugal,1
Pedro,Almeida,Portugal,Rita,Almeida,Portugal,0
María,López,Spain,Sergio,Sánchez,Spain,0
René,López,Mexico,Matteo,Russo,Italy,0
Óscar,Hernández,Mexico,Sven,Groß,Germany,0
Beatriz,Lopes,Portugal,Rita,Carvaloh,Portugal,0
Álvaro,Díaz,Spain,Pablo,Martnez,Spain,0
João,Silva,Portugal,Valeria,Pérez,Mexico,0
Luísa,Pereira,Brazil,Lusa,Pereira,Brazil,1
Sofia,Pereira,Portugal,Marta,Carvalho,Portugal,0
Andrés,Pérez,Mexico,Luíca,oTrres,Mexico,0
Laura,Díaz,Spain,Laura,Díaz,Spain,1
Marco,Ricci,Italy,Marco,Ricci,Italy,1
Sergio,Pérez,Spain,Sergio,Prez,Spain,1
René,Dubois,France,René,Dbuois,France,1
María,López,Mexico,Matte,Bianchi,Italy,0
Inês,Rodrigues,Portugal,Iêns,Rodrigues,Portugal,1
Giulia,Müller,Switzerland,Giulia,Müller,Switzerland,1
Jürg,Fischer,Switzerland,Juerg,Fishcer,Switzerland,1
Lukas,Weiß,Germany,Lukas,Weiss,Germany,1
Francesco,Russo,Italy,Iñigo,Muñoz,Spain,0
Rogério,Souza,Brazil,Camila,Lmia,Brazil,0
Sven,Wagner,Germany,Sabine,Schneider,Germany,0
Miguel,Rodrigues,Portugal,Miguel,Rodrigues,Portugal,1
Gustavo,Rocha,Brazil,Gustavo,Rocha,Brazil,1
Lena,Müller,Germany,Lena,Mueller,Germany,1
Sven,Hoffmann,Germany,Sven,Hoffmann,Germany,1
Camila,Silva,Brazil,Camlia,Silva,Brazil,1
Camila,Oliveira,Brazil,Rafaeal,Fernandes,Brazil,0
Lea,Fischer,Germany,Lukas,Schäfer,Germany,0
Óscar,Ramírez,Mexico,Rogéri,Silva,Brazil,0
Beatriz,Almeida,Portugal,eBatri,Almeida,Portugal,1
Luca,Esposito,Italy,Luca,Epsosito,Italy,1
Luca,Rossi,Italy,Giuseppe,Marino,Italy,0
René,López,Mexico,Jürg,Hugentobler,Switzerland,0
Valeria,López,Mexico,Valeria,López,Mexico,1
Camille,Petit,France,Jos,Martnez,Mexico,0
Théo,René,France,Théo,René,France,1
Rogério,Lima,Brazil,Rogério,Lima,Brazil,1
Jesús,Díaz,Spain,Jesús,Díaz,Spain,1
Giulia,Grüter,Switzerland,Noémie,Garcia,France,0
Luca,Esposito,Italy,Alessandro,Ferarri,Italy,0
Rogério,Lima,Brazil,Pedro,Santos,Brazil,0
Valeria,Flores,Mexico,Valeria,Flores,Mexico,1
Lucía,Muñoz,Spain,Lucía,Muñoz,Spain,1
Rita,Almeida,Portugal,Rita,Almeida,Portugal,1
Carlos,Fernández,Mexico,Carlos,Fernández,Mexico,1
Jesús,Martínez,Spain,Jess,Martnez,Spain,1
Tobias,Weiß,Germany,Lea,Fischer,Germany,0
María,Álvarez,Spain,María,Álvraez,Spain,1
Jesús,Gómez,Spain,Jürg,Hofmann,Switzerland,0
Miguel,Almeida,Portugal,Miguel,Fernandes,Portugal,0
Günter,Hoffmann,Germany,Carlos,Fernández,Mexico,0
Luca,Greco,Italy,Ren,Folres,Mexico,0
Camille,Garcia,France,Cmaille,Garcia,France,1
Théo,Lefèvre,France,Théo,Lefèvre,France,1
Bruno,Rocha,Brazil,Bruno,Rocha,Brazil,1
Iñigo,Pérez,Spain,Iigo,Prez,Spain,1
Léa,Moreau,France,Sergio,Gómez,Spain,0
Rita,Gonçalves,Portugal,Rita,Gonçalves,Portugal,1
Rafaela,Fernandes,Brazil,Gsutavo,Silva,Brazil,0
Pablo,García,Spain,Giorgia,oRmano,Italy,0
Iñigo,García,Spain,Iñigo,Gmóez,Spain,0
Luís,Gonçalves,Portugal,Lus,Gonalves,Portugal,1
Sofía,Fernández,Mexico,Miguel,Lpez,Mexico,0
Sven,Fischer,Germany,Perdo,Silva,Brazil,0
Sofía,Fernández,Mexico,Jesús,Flores,Mexico,0
Lukas,Wagner,Germany,Jonas,Krämer,Germany,0
Sébastien,Lefèvre,France,Tho,Dubois,France,0
Laura,Muñoz,Spain,Laura,Muñoz,Spain,1
Alessandro,Ferrari,Italy,Alessandro,Ferrari,Italy,1
Iñigo,Pérez,Spain,Iigo,Prez,Spain,1
Gustavo,Silva,Brazil,Fernanda,Silva,Brazil,0
Miguel,Silva,Portugal,Miguel,Silva,Portugal,1
Léa,Weiss,Switzerland,Léa,Weiss,Switzerland,1
Marco,Romano,Italy,Mraco,Romano,Italy,1
Carlos,Flores,Mexico,Carlos,Flores,Mexico,1
Jesús,Flores,Mexico,Jesús,Flores,Mexico,1
Hans,Hofmann,Switzerland,Hans,Hfomann,Switzerland,1
Alessandro,Romano,Italy,Alessandro,Romano,Italy,1
Emma,Laurent,France,Emma,Lauernt,France,1
Camila,Lima,Brazil,Bruno,Santos,Brazil,0
Théo,Garcia,France,Tho,aGrcia,France,1
Ana,López,Spain,Ana,López,Spain,1
Lukas,Fischer,Switzerland,Lukas,Fsicher,Switzerland,1
Jonas,Weiß,Germany,Jonas,Weiß,Germany,1
Sofia,Gonçalves,Portugal,Sofia,Gonalves,Portugal,1
Lukas,Schneider,Germany,Lukas,Schneider,Germany,1
Gonçalo,Carvalho,Portugal,Gonçalo,Carvalho,Portugal,1
Ana,Pereira,Portugal,Pedro,Ferreira,Portugal,0
Jordi,Sánchez,Spain,Jordi,Sánchez,Spain,1
Günter,Krämer,Germany,Hannah,Schneider,Germany,0
Pedro,Silva,Brazil,Pedro,Silva,Brazil,1
Sébastien,Moreau,France,Sbastien,Moreau,France,1
Sven,Hoffmann,Germany,Hannah,Fischer,Germany,0
Luísa,Oliveira,Brazil,uLsa,Oliveira,Brazil,1
Lucía,Ramírez,Mexico,Carlos,Torres,Mexico,0
Rita,Pereira,Portugal,aCmil,Sliva,Brazil,0
Pedro,Santos,Portugal,Marta,Fernandes,Portugal,0
Luísa,Pereira,Brazil,Luísa,Pereiar,Brazil,1
Hannah,Weiß,Germany,Éloide,Lauernt,France,0
Nina,Müller,Germany,Nina,Mueller,Germany,1
Rogério,Silva,Brazil,Rogrio,Silva,Brazil,1
Pedro,Rocha,Brazil,Pedro,Rocha,Brazil,1
Jesús,Martínez,Spain,Álvar,Fernández,Spain,0
Mélanie,Fischer,Switzerland,Mélanie,Fischer,Switzerland,1
Hugo,Laurent,France,René,Petit,France,0
María,López,Mexico,María,López,Mexico,1
Francesca,Ferrari,Italy,Francesca,Frerari,Italy,1
Giorgia,Colombo,Italy,Alessandro,Marino,Italy,0
Matteo,Marino,Italy,Giuseppe,Colombo,Italy,0
Lena,Schäfer,Germany,Lena,Schäfer,Germany,1
Pedro,Santos,Brazil,Pedr,Santos,Brazil,1
Camila,Santos,Brazil,lodie,Laurent,France,0
Ana,Pereira,Brazil,Ana,Pereiar,Brazil,1
Lucía,Sánchez,Spain,aLura,Gmez,Spain,0
Fernanda,Silva,Brazil,Fernanda,Silva,Brazil,1
Lukas,Schneider,Switzerland,Lukas,Schneider,Switzerland,1
Rafaela,Rocha,Brazil,Camila,Carvalho,Brazil,0
Tiago,Gonçalves,Portugal,Tiago,Gonçalves,Portugal,1
Mariana,Fernandes,Brazil,Mariana,Fernandes,Brazil,1
Francesco,Greco,Italy,Frnacesco,Greco,Italy,1
Giorgia,Romano,Italy,Giorgia,Romano,Italy,1
Chiara,Esposito,Italy,Sara,Rsuso,Italy,0
Giulia,Marino,Italy,Marco,Marino,Italy,0
